fqdn;nome;id_documento;nome_contato;data_cadastro;data_ultalt
justra.gov.br;TRIBUNAL SUPERIOR DO TRABALHO;000.509.968/0001-48;Leonardo Lobo Pulcineli;23/03/2001 12:50;05/05/2020 20:44
juventude.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;17/10/2007 19:13;23/01/2020 20:41
labcluster.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;26/10/2012 09:30;12/01/2021 11:25
lai.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;08/04/2014 19:15;14/09/2021 14:23
lapa-pe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
laracps.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
lexml.gov.br;SENADO FEDERAL;000.530.279/0004-68;SIER-ServiÁo de Infraestrutura de Redes;19/12/2005 10:44;12/05/2020 13:14
linea.gov.br;Laborat√≥rio Nacional de ComputaÁ„o Cient√≠fica;004.079.233/0001-82;Pedro Leite da Silva Dias;13/05/2010 14:34;15/08/2022 17:21
linuxseguro.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
logisticabrasil.gov.br;Empresa de Planejamento e Log√≠stica S.A - EPL;015.763.423/0001-30;Mateus Szwarcwing;08/05/2013 14:03;08/12/2019 20:57
logisticsbrazil.gov.br;Empresa de Planejamento e Log√≠stica S.A - EPL;015.763.423/0001-30;Mateus Szwarcwing;08/05/2013 14:03;08/12/2019 20:57
lojacaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0688-41;GerÍncia de Internet da CAIXA;19/10/2004 18:53;16/07/2015 21:19
loteca.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0688-41;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:19
loteriaesportiva.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0643-40;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:20
loteriafederal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0643-40;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:20
loteriascaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:21
loterias.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0674-46;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:21
lotofacil.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:22
lotomania.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;30/09/2003 19:48;16/07/2015 21:23
loto-tauloteriadacopa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0688-41;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 21:22
ls.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
maerj.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ma.gov.br;ESTADO DO MARANHAO - SEGOV;024.393.108/0001-50;Antonio de Jesus Leitao Nunes;07/04/1997 12:00;09/10/2020 18:41
maisambiente.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
maisbrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
maismedico.gov.br;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;015.126.437/0001-43;Oswaldo De Jesus Ferreira;24/09/2013 15:56;28/05/2014 13:37
maismedicos.gov.br;EMPRESA BRASILEIRA DE SERV HOSPITALARES - EBSERH;015.126.437/0001-43;Oswaldo De Jesus Ferreira;24/09/2013 15:56;28/05/2014 13:37
manausenergia.gov.br;Manaus Energia S/A;002.341.467/0003-92;Moises Antonio Benayon Alencar;10/05/2006 13:29;15/03/2022 13:56
manufaturaavancada.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
maranhao.gov.br;ESTADO DO MARANHAO - SEGOV;024.393.108/0001-50;Antonio de Jesus Leitao Nunes;19/04/1999 19:41;09/10/2020 18:41
marinha.gov.br;DIR COMUNICACOES E TECNOLOGIA DA INFORMACAO DA MB;000.394.502/0394-31;Sandro Melo Marques;17/08/2009 18:25;14/04/2020 19:47
matopiba.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mb.gov.br;DIR COMUNICACOES E TECNOLOGIA DA INFORMACAO DA MB;000.394.502/0394-31;Sandro Melo Marques;07/08/2009 13:48;14/04/2020 19:48
mc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mcom.gov.br;MinistÈrio das ComunicaÁıes;037.753.638/0001-03;Coordenador de Infraestrutura;01/10/2020 11:52;08/11/2021 13:22
mct.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mctic.gov.br;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES;000.394.437/0003-19;DOMINGOS CARLOS PEREIRA REGO;27/07/2016 11:33;19/12/2020 04:27
mcti.gov.br;COORDENACAO GERAL DE RECURSOS LOGISTICOS/ MCTI;003.132.745/0001-00;DOMINGOS CARLOS PEREIRA REGO;23/07/2020 13:07;14/03/2022 13:44
mda.gov.br;Ministerio do Desenvolvimento Agrario;001.612.452/0001-97;Ministra Tereza Cristina;22/05/2000 18:31;13/09/2019 20:55
mdh.gov.br;MinistÈrio dos Direitos Humanos;027.136.980/0001-00;David Santos Abreu;06/03/2017 15:23;08/12/2021 16:01
mdic.gov.br;MINIST√âRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;000.394.478/0002-24;Alessandro Franca Dantas;15/03/1999 14:56;14/04/2022 22:00
mdr.gov.br;MINISTERIO DO DESENVOLVIMENTO REGIONAL;003.353.358/0001-96;Elias Marques Cotrim;22/01/2019 18:01;13/05/2022 19:46
mds.gov.br;SUBSEC. DE ASSUNTOS ADMIN. DO MIN. DA CIDADANIA;005.756.246/0001-01;Ricardo Alexandre Araujo Silva;06/05/2004 14:40;05/09/2022 23:54
mec.gov.br;MinistÈrio da EducaÁ„o;000.394.445/0139-39;Diretoria de Tecnologia da InformaÁ„o;14/12/1995 12:00;25/05/2022 11:47
mega-sena.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:23
megasena.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;22/09/2003 12:32;16/07/2015 21:23
meioambientedobrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
meioambiente.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
memoriabndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;033.657.248/0001-89;Eduardo Carneiro da Cunha;10/12/2014 15:38;10/12/2014 15:38
memoriasreveladas.gov.br;Arquivo Nacional;004.374.067/0001-47;Ivan Fernandes Neves;24/07/2009 16:13;29/01/2021 21:54
mercadopublico.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;15/04/2008 18:45;12/01/2021 11:25
mercosul.gov.br;MINISTERIO DAS RELACOES EXTERIORES;000.394.536/0006-43;Nestor JosÈ Forster Junior;05/01/2001 20:56;25/05/2022 14:36
mestradoprofissional.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;033.892.175/0001-00;PAULO AUGUSTO MODA LARI;02/12/2015 18:44;28/08/2022 02:51
metrobh.gov.br;Companhia Brasileira de Trens Urbanos;042.357.483/0005-50;Jackson Alves de Viveiros;05/02/2003 13:19;08/09/2021 19:32
meufuturoseguro.gov.br;SuperintendÍncia de Seguros Privados;042.354.068/0001-19;SuperintendÍncia de Seguros Privados;27/03/2017 11:15;08/10/2020 14:54
mg.gov.br;COMPANHIA DE TECNOLOGIA DA INFORMAÁ„O ESTADO MG;016.636.540/0001-04;Governo do Estado de Minas Gerais;27/07/1995 12:00;05/04/2019 14:29
microepequenaempresa.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;06/11/2013 13:41;15/06/2020 21:22
mict.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mi.gov.br;MINISTERIO DO DESENVOLVIMENTO REGIONAL;003.353.358/0001-96;Elias Marques Cotrim;23/09/1999 16:25;10/05/2022 18:37
migrantes.gov.br;MINISTERIO DA JUSTICA;000.394.494/0013-70;Anderson Gustavo Torres;14/11/2013 13:06;16/04/2020 17:54
minc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mincrj.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mincsp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
minhacasaminhavida.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ministeriodomeioambiente.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ministeriopublicodf.gov.br;MinistÈrio P√∫blico do DF e Territ√≥rios;026.989.715/0002-93;Secretaria de Tecnologia da InformaÁ„o;21/08/2008 18:36;20/04/2015 19:02
mj.gov.br;MINISTERIO DA JUSTICA;000.394.494/0013-70;Anderson Gustavo Torres;17/05/1996 12:00;09/07/2021 20:20
mls.gov.br;IPHAN/Museu Lasar Segall;026.474.056/0017-39;Ademir JosÈ Maschio;08/06/2000 13:12;17/08/2010 20:59
mma.gov.br;MINISTERIO DO MEIO AMBIENTE;037.115.375/0002-98;Ismael Rodrigues Pereira Junior;10/07/1995 12:00;27/09/2021 13:39
mme.gov.br;MINISTERIO DE MINAS E ENERGIA;037.115.383/0005-87;Wagner Coelho Sabino;17/07/1996 12:00;23/09/2017 19:35
mmirjdh.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mnba.gov.br;Museu Nacional de Belas Artes;026.474.056/0019-09;Claudia Lucia de Souza Moura Santos;04/12/2000 18:35;08/10/2021 20:12
monumenta.gov.br;MinistÈrio da Cultura;001.264.142/0002-00;STII SE MinC;25/06/2001 18:04;12/05/2021 18:20
mpa.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mpas.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mp-df.gov.br;MinistÈrio P√∫blico do DF e Territ√≥rios;026.989.715/0002-93;Secretaria de Tecnologia da InformaÁ„o;21/08/2008 18:36;20/04/2015 19:02
mpdf.gov.br;MinistÈrio P√∫blico do DF e Territ√≥rios;026.989.715/0002-93;Secretaria de Tecnologia da InformaÁ„o;21/08/2008 18:51;20/04/2015 19:02
mpdft.gov.br;MinistÈrio P√∫blico do DF e Territ√≥rios;026.989.715/0002-93;Secretaria de Tecnologia da InformaÁ„o;21/05/1996 12:00;04/01/2021 17:03
mpes.gov.br;MinistÈrio P√∫blico do Estado do Esp√≠rito Santo;002.304.470/0001-74;Rodolpho Moreno Vieira;14/09/2001 16:51;04/11/2019 15:53
mpf.gov.br;MINISTERIO PUBLICO FEDERAL - PROCURADORIA GERAL DA;026.989.715/0050-90;Dr. Emival Ferreira Freitas;01/01/1996 12:00;18/08/2021 17:26
mp.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;20/08/1999 11:50;12/01/2021 11:25
mpm.gov.br;MINISTERIO PUBLICO MILITAR;026.989.715/0004-55;Departamento de Tecnologia da InformaÁ„o;11/09/1997 12:00;05/05/2020 20:44
mps.gov.br;Ministerio da Previdencia Social;000.394.528/0005-16;Antonio Henrique Flores Silveira;12/02/2003 18:31;21/09/2021 18:43
mpt.gov.br;MINISTERIO PUBLICO DO TRABALHO;026.989.715/0005-36;Diretor do Departamento de AdministraÁ„o;13/11/1995 12:00;13/07/2017 20:38
mpu.gov.br;Ministerio Publico da Uniao;026.989.715/0001-02;Joao Batista de Almeida;15/10/1999 19:03;18/08/2021 17:27
mre.gov.br;MINISTERIO DAS RELACOES EXTERIORES;000.394.536/0006-43;Nestor JosÈ Forster Junior;01/01/1996 12:00;25/05/2022 14:37
ms.gov.br;Governo do Estado de Mato Grosso do Sul;015.412.257/0001-28;Willian Galev;01/01/1996 12:00;12/11/2019 14:33
msp.gov.br;MINISTERIO DA SEGURANCA PUBLICA;029.971.283/0001-09;Anderson Gustavo Torres;11/07/2018 13:50;16/04/2020 17:58
mtbauru.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mtb.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mtecbo2000.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mtecbo.gov.br;MINISTERIO DO TRABALHO E EMPREGO;037.115.367/0033-48;Equipe de Redes MTE;17/10/2002 11:25;19/04/2022 19:19
mte.gov.br;MINISTERIO DO TRABALHO E EMPREGO;037.115.367/0033-48;Equipe de Redes MTE;11/02/1999 18:24;28/04/2022 19:30
mt.gov.br;ESTADO DE MATO GROSSO;003.507.415/0001-44;Cirano Soares de Campos;28/11/1996 12:00;21/06/2013 15:33
mtp.gov.br;MinistÈrio do Trabalho e PrevidÍncia Social;023.612.685/0001-22;Miguel Soldatelli Rossetto;02/09/2022 14:26;02/09/2022 15:22
mtps.gov.br;MinistÈrio do Trabalho e PrevidÍncia Social;023.612.685/0001-22;Miguel Soldatelli Rossetto;25/02/2016 23:45;19/04/2022 19:17
mtur.gov.br;MinistÈrio do Turismo;005.457.283/0002-08;Sumaid Andrade de Albuquerque;16/01/2003 11:26;09/01/2020 18:49
mulheres.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
mulhergoverno.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;18/02/2003 15:43;08/06/2020 21:00
museudainconfidencia.gov.br;IPHAN - MUSEU DA INCONFID√äNCIA;026.474.056/0022-04;ExpandWEB SoluÁıes em WEB;28/08/2009 19:40;23/02/2021 12:28
museudebiologiamelloleitao.gov.br;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;010.898.596/0010-33;HELIO DE QUEIROZ BOUDET FERNANDES;06/09/2011 13:38;05/09/2022 20:49
museudoindio.gov.br;Museu do √çndio - FundaÁ„o Nacional do √çndio;000.059.311/0002-07;Giovani Souza Filho;23/10/2003 16:28;15/08/2022 17:54
museuimperial.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
museulasarsegall.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
museus.gov.br;Instituto Brasileiro de Museus - IBRAM;010.898.596/0001-42;Coordenador de TI;19/10/2006 14:12;08/10/2021 21:38
museuvictormeirelles.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
navbrasil.gov.br;NAV BRASIL SERVICOS DE NAVEGACAO AEREA S.A.;042.736.102/0001-10;MARCELO MORAES DE OLIVEIRA;09/08/2021 17:35;03/11/2021 17:38
nbr.gov.br;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;009.168.704/0001-42;Gilvani Moletta;26/02/2016 17:09;26/02/2016 17:09
nead.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
netgoverno.gov.br;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O DO PARAN√Å;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O;26/02/2000 16:18;08/12/2009 13:43
netminas.gov.br;COMPANHIA DE TECNOLOGIA DA INFORMAÁ„O ESTADO MG;016.636.540/0001-04;Governo do Estado de Minas Gerais;16/01/1998 12:23;26/03/2019 18:55
nex.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
nfse.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;31/10/2017 12:23;08/06/2020 21:01
niteroi-artes.gov.br;FundaÁ„o de Arte de Niter√≥i;028.550.176/0001-36;Marcos Sabino;10/10/1997 11:00;10/03/2021 16:17
nordestedigital.gov.br;BANCO DO NORDESTE DO BRASIL S/A;007.237.373/0001-20;Cl√°udio REGINALDO Alexandre;19/11/2001 18:18;07/06/2019 20:06
nordesteeletronico.gov.br;BANCO DO NORDESTE DO BRASIL S/A;007.237.373/0001-20;Cl√°udio REGINALDO Alexandre;19/11/2001 18:18;07/06/2019 20:06
nordestenegocios.gov.br;BANCO DO NORDESTE DO BRASIL S/A;007.237.373/0001-20;Cl√°udio REGINALDO Alexandre;19/11/2001 18:18;07/06/2019 20:07
normas.gov.br;Imprensa Nacional/PresidÍncia da Rep√∫blica;004.196.645/0001-00;Paulo CÈsar Abreu de Santana;20/04/2018 17:15;05/05/2020 20:44
nossoambiente.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
noticias.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;26/03/2013 12:22;08/06/2020 21:03
novoaeroportorecife.gov.br;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;000.352.294/0014-35;Tecnologia da InformaÁ„o;10/07/2001 11:41;05/05/2020 20:44
nuclebras.gov.br;Nuclebras Equipamentos Pesados S.A.;042.515.882/0002-59;Antonio Carlos de Rezende Ribeiro;03/03/2009 16:28;05/05/2020 20:44
nuclep.gov.br;NUCLEBR√ÅS EQUIPAMENTOS PESADOS S.A.;042.515.882/0003-30;MARCUS VINICIUS M. POLICA;04/12/1998 18:37;05/05/2020 20:44
nuvem.gov.br;Ministerio do Planejamento, Orcamento e Gestao;000.489.828/0001-55;Merched Cheheb Oliveira;12/07/2016 19:49;12/01/2021 11:59
obrasnet.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;03/05/2002 14:37;14/08/2019 20:28
obscriancaeadolescente.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
observatorioapl.gov.br;IBICT - MCTI;004.082.993/0001-49;Cec√≠lia Leite Oliveira;28/11/2017 10:10;25/04/2020 13:48
observatoriodaindustria.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
observatoriodegenero.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;22/01/2009 10:18;22/01/2009 10:18
oconsumidor.gov.br;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;000.662.270/0003-20;Claudia de Cassia Torres;30/10/2000 16:12;27/12/2019 17:22
odmbrasil.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;21/05/2012 13:31;21/05/2012 13:31
odsbrasil.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;11/04/2018 13:04;04/09/2020 21:05
officebankingsocial.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0674-46;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:26
olaturista.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
opeixeeaartedepescar.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;16/04/2009 19:33;15/06/2015 12:43
orcamentofederal.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;06/12/2010 17:42;08/06/2020 21:04
orcamento.gov.br;MINISTERIO DA ECONOMIA;000.394.460/0569-53;Gilvan da Silva Dantas;27/06/2012 18:04;03/06/2020 20:12
orint.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ouvidoriadoservidor.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;24/10/2003 14:45;08/06/2020 21:06
ouvidoria.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;02/06/2016 18:54;21/10/2021 02:32
ouvidorias.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;02/09/2011 14:31;30/09/2021 18:37
p2r2.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pac.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;04/05/2007 18:08;03/06/2022 15:12
pactointegrador.gov.br;SECRETARIA DE SEG P√öB E ADMINISTRAÁ„O PENITENCI√ÅRI;001.409.606/0001-48;GerÍncia de Inform√°tica e Tecnologia;06/04/2017 18:54;05/05/2020 20:44
pa.gov.br;PRODEPA - Emp Tec da Inf e Com do Estado do Par√°;005.054.861/0001-76;PRODEPA - Bruno Lopes de Souza Benchimol;02/06/1997 12:00;06/04/2022 17:49
paineldeviagens.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
palmares.gov.br;FundaÁ„o Cultural Palmares / MinC;032.901.688/0001-77;Divis„o de Tecnologia da InformaÁ„o- DTI;24/03/2000 12:36;25/06/2020 13:43
pame.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
paranaeleitoral.gov.br;Tribunal Regional Eleitoral do Parana;003.985.113/0001-81;Gilmar JosÈ Fernandes de Deus;08/08/2002 17:34;05/05/2020 20:44
parana.gov.br;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O DO PARAN√Å;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O;24/08/2000 11:57;08/12/2009 15:04
participabrasil.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;07/12/2018 09:52;07/12/2018 09:52
participa.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;16/10/2013 18:38;21/12/2016 20:28
participe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
participo.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
passaporteverde.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
patriavoluntaria.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;19/07/2021 12:41;26/07/2021 18:22
patrimoniodetodos.gov.br;Secretaria do Patrom√¥nio da Uni„o;000.489.828/0009-02;Gustavo Ferreira Bechelany;30/09/2009 11:01;22/05/2020 14:47
pb.gov.br;Companhia de Processamento de Dados da Paraiba;009.189.499/0001-00;√Çngelo Giuseppe Guido Ara√∫jo Rodrigues;01/11/1996 12:00;01/06/2022 11:52
pbh.gov.br;Emp. de Informatica e InformaÁao do Mun. BH/SA;018.239.038/0001-87;Leandro Moreira Garcia;21/09/1995 12:00;24/09/2020 16:29
pbqp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pbqp-h.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pcdl.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pdp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
pe.gov.br;AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI;006.067.608/0001-10;AGENCIA ESTADUAL DE TECNOLOGIA DA INFORM;10/07/1996 12:00;14/12/2021 17:39
pen.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;15/10/2014 09:44;15/06/2020 21:23
pensesimples.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;30/01/2015 17:08;12/01/2021 11:25
pernambuco.gov.br;AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI;006.067.608/0001-10;AGENCIA ESTADUAL DE TECNOLOGIA DA INFORM;05/03/1999 19:45;14/12/2021 17:41
